title,platform,release_year,runtime,genre,budget,revenue,vote_average,vote_count
Flicka: Country Pride,Theater,2012.0,111.0,Family,0.0,0.0,6.3,12.0
The Wild Stallion,Theater,2009.0,0.0,Action,0.0,0.0,3.9,4.0
Of Parents and Children,Theater,2008.0,107.0,Drama,0.0,0.0,0.0,0.0
Siringo,Theater,1995.0,90.0,TV Movie,0.0,0.0,5.0,1.0
Clearcut,Theater,1991.0,100.0,Drama,0.0,0.0,8.5,4.0
Felicity: An American Girl Adventure,Theater,2005.0,86.0,Action,6800000.0,0.0,4.5,4.0
An American Girl: Chrissa Stands Strong,Theater,2009.0,91.0,Drama,0.0,0.0,5.7,7.0
Samantha: An American Girl Holiday,Theater,2004.0,86.0,Drama,0.0,0.0,4.6,9.0
Minor Details,Theater,2009.0,86.0,Adventure,0.0,0.0,2.7,3.0
Isabelle Dances Into the Spotlight,Theater,2014.0,99.0,Family,0.0,0.0,4.9,4.0
Molly: An American Girl on the Home Front,Theater,2006.0,85.0,Drama,0.0,0.0,2.0,2.0
Beyond Witch Mountain,Theater,1982.0,60.0,,0.0,0.0,6.0,1.0
Au Pair 3: Adventure in Paradise,Theater,2009.0,89.0,Family,0.0,0.0,3.3,4.0
A Cinderella Story: If the Shoe Fits,Theater,2016.0,92.0,Comedy,0.0,0.0,6.1,99.0
Lover of Loser,Theater,2009.0,102.0,Drama,0.0,0.0,8.4,5.0
Little Crumb,Theater,1999.0,119.0,Drama,0.0,0.0,7.6,4.0
The Hell of '63,Theater,2009.0,100.0,Drama,0.0,0.0,5.8,10.0
Crash and Burn,Theater,1990.0,0.0,Science Fiction,0.0,0.0,4.7,7.0
Night Guards,Theater,2016.0,0.0,Action,3800000.0,0.0,5.7,12.0
Where's the Dragon?,Theater,2015.0,97.0,,0.0,0.0,2.0,1.0
City of God – 10 Years Later,Theater,2013.0,69.0,Documentary,0.0,0.0,7.0,12.0
You Are Umasou,Theater,2010.0,89.0,Animation,0.0,0.0,7.0,10.0
Veranda för en tenor,Theater,1998.0,97.0,Drama,0.0,0.0,6.0,1.0
Heavenly Shift,Theater,2013.0,100.0,Comedy,0.0,0.0,5.7,3.0
Interruption,Theater,2015.0,109.0,Thriller,0.0,0.0,7.5,4.0
Voyage of Time: Life's Journey,Theater,2017.0,90.0,Documentary,0.0,0.0,6.2,32.0
A Star for Christmas,Theater,2012.0,88.0,Comedy,0.0,0.0,5.4,10.0
La La Land,Theater,2016.0,128.0,Comedy,30000000.0,445435700.0,7.9,4745.0
Coyote Waits,Theater,2003.0,107.0,Drama,0.0,0.0,5.2,3.0
A Thief Of Time,Theater,2004.0,94.0,,0.0,0.0,0.0,0.0
Umbkotid,Theater,2012.0,,TV Movie,0.0,0.0,0.0,0.0
Validation,Theater,2007.0,16.0,Comedy,0.0,0.0,6.9,26.0
Flirty Birdy,Theater,1945.0,7.0,Animation,0.0,0.0,6.4,7.0
Where Souls Go,Theater,2007.0,87.0,,0.0,0.0,5.0,1.0
Air Mater,Theater,2011.0,6.0,Animation,0.0,0.0,5.8,33.0
Collector,Theater,2016.0,74.0,Thriller,0.0,0.0,7.2,23.0
Being 17,Theater,2016.0,116.0,Drama,0.0,0.0,7.0,91.0
Love Is Blind,Theater,2013.0,97.0,Drama,0.0,0.0,6.4,4.0
Brother Nature,Theater,2016.0,97.0,Comedy,0.0,0.0,5.0,14.0
Clean Hands,Theater,2015.0,100.0,Crime,0.0,0.0,5.2,11.0
The Salesman,Theater,2016.0,125.0,Drama,0.0,2402067.0,7.1,158.0
Pale Moon,Theater,2014.0,124.0,Crime,0.0,0.0,5.6,7.0
Adopt a Sailor,Theater,2008.0,85.0,Comedy,300000.0,0.0,5.3,5.0
Kick the Moon,Theater,2001.0,118.0,Comedy,0.0,0.0,5.7,6.0
The Waiting List,Theater,2000.0,105.0,Drama,0.0,0.0,6.4,7.0
Chasing Freedom,Theater,2004.0,120.0,Drama,0.0,0.0,8.0,1.0
Jungle Captive,Theater,1945.0,63.0,Horror,0.0,0.0,6.5,2.0
Two Lottery Tickets,Theater,2016.0,86.0,Comedy,0.0,0.0,7.6,6.0
Love Building,Theater,2013.0,85.0,Comedy,0.0,0.0,6.0,1.0
After the Promise,Theater,1987.0,90.0,,0.0,0.0,7.6,5.0
Allied,Theater,2016.0,124.0,Action,85000000.0,119520023.0,6.6,1415.0
Skateboard,Theater,1978.0,97.0,Comedy,0.0,0.0,5.0,2.0
Drei Mann in einem Boot,Theater,1961.0,87.0,Comedy,0.0,0.0,5.0,4.0
Angora Love,Theater,1929.0,21.0,Comedy,0.0,0.0,7.0,4.0
The Blood Oranges,Theater,1998.0,93.0,Drama,0.0,0.0,6.0,1.0
Chicken People,Theater,2016.0,83.0,Documentary,0.0,0.0,7.0,4.0
Piccadilly Incident,Theater,1946.0,100.0,War,0.0,0.0,3.5,2.0
Phantasm: Ravager,Theater,2016.0,87.0,Science Fiction,0.0,0.0,5.4,34.0
Teenage Cave Man,Theater,1958.0,65.0,Adventure,70000.0,0.0,4.2,7.0
Wise Girl,Theater,1937.0,70.0,Comedy,0.0,0.0,6.0,1.0
Autumn in the Vineyard,Theater,2016.0,84.0,TV Movie,0.0,0.0,8.0,4.0
Falsely Accused,Theater,2016.0,121.0,Crime,0.0,0.0,5.5,2.0
Who Gets the Dog?,Theater,2016.0,95.0,Comedy,0.0,0.0,5.6,9.0
Seneca's Day,Theater,2016.0,106.0,Drama,0.0,0.0,0.0,0.0
Charles Darwin and the Tree of Life,Theater,2009.0,60.0,Documentary,0.0,0.0,7.4,8.0
The Sidelong Glances of a Pigeon Kicker,Theater,1970.0,0.0,Comedy,0.0,0.0,0.0,0.0
Funeral March,Theater,2001.0,97.0,,0.0,0.0,0.0,0.0
Woman of Tokyo,Theater,1933.0,47.0,Drama,0.0,0.0,6.5,4.0
Baseball,Theater,1994.0,1140.0,Documentary,0.0,0.0,8.5,4.0
Baked in Brooklyn,Theater,2016.0,86.0,Comedy,0.0,0.0,5.4,27.0
London Town,Theater,2017.0,92.0,Drama,0.0,0.0,6.3,16.0
London in the Raw,Theater,1965.0,76.0,Documentary,0.0,0.0,0.0,0.0
Primitive London,Theater,1965.0,87.0,Documentary,0.0,0.0,5.0,1.0
The Hide,Theater,2008.0,0.0,Horror,0.0,0.0,6.2,5.0
Batman: Return of the Caped Crusaders,Theater,2016.0,78.0,Action,3500000.0,0.0,7.2,37.0
Brimstone,Theater,2017.0,148.0,Mystery,0.0,0.0,7.0,176.0
Dugma: The Button,Theater,2016.0,58.0,,0.0,0.0,7.0,1.0
Wicked Stepmother,Theater,1989.0,90.0,Comedy,0.0,0.0,6.2,7.0
Murder in a Small Town,Theater,1999.0,92.0,Mystery,0.0,0.0,4.0,4.0
Keeping Up with the Joneses,Theater,2016.0,105.0,Action,40000000.0,29918745.0,5.9,608.0
Ouija: Origin of Evil,Theater,2016.0,99.0,Horror,9000000.0,81705746.0,5.8,735.0
Titus Andronicus,Theater,1985.0,168.0,Drama,0.0,0.0,10.0,1.0
Camila Jam,Theater,2008.0,120.0,Drama,0.0,0.0,6.3,4.0
My Blind Brother,Theater,2016.0,85.0,Comedy,0.0,0.0,6.2,19.0
Louis Theroux: Savile,Theater,2016.0,75.0,Documentary,0.0,0.0,7.5,10.0
Faintheart,Theater,2008.0,90.0,Romance,0.0,0.0,6.6,9.0
Crisis in Six Scenes,Theater,2016.0,141.0,Comedy,0.0,0.0,6.3,27.0
Patient Seven,Theater,2016.0,115.0,Thriller,0.0,0.0,5.2,29.0
The White King,Theater,2017.0,89.0,Drama,2494400.0,0.0,6.3,10.0
Le Grand Chef,Theater,2007.0,113.0,Drama,0.0,0.0,5.0,3.0
Le Grand Chef 2: Kimchi Battle,Theater,2010.0,119.0,Drama,0.0,0.0,4.9,4.0
Casi Divas,Theater,2008.0,107.0,Comedy,0.0,0.0,7.0,3.0
Trolls,Theater,2016.0,92.0,Adventure,125000000.0,346864462.0,6.7,1054.0
45365,Theater,2010.0,90.0,Documentary,0.0,0.0,5.0,1.0
Nightmare Sisters,Theater,1988.0,83.0,Horror,40000.0,0.0,4.9,8.0
LEGO DC Comics Super Heroes: Batman: Be-Leaguered,Theater,2014.0,22.0,Action,0.0,0.0,6.1,20.0
Pedro Páramo,Theater,1967.0,104.0,Drama,0.0,0.0,6.0,3.0
Breadcrumb Trail,Theater,2014.0,90.0,Documentary,0.0,0.0,8.0,2.0
Girl in the Box,Theater,2016.0,0.0,Drama,0.0,0.0,6.7,3.0
Finding Truelove,Theater,2012.0,69.0,,0.0,0.0,0.0,0.0
Silver Lode,Theater,1954.0,81.0,Action,0.0,0.0,5.0,11.0
Hidden in the Woods,Theater,2014.0,98.0,Thriller,1.0,0.0,5.1,9.0
37,Theater,2016.0,85.0,Drama,0.0,0.0,4.6,8.0
The Girl and The Echo,Theater,1964.0,67.0,Drama,0.0,0.0,7.0,2.0
Island of Blood,Theater,1982.0,82.0,Horror,0.0,0.0,2.0,1.0
Slave Girls from Beyond Infinity,Theater,1987.0,80.0,Action,0.0,0.0,5.8,8.0
Roller Blade Warriors: Taken by Force,Theater,1989.0,83.0,Fantasy,0.0,0.0,0.0,0.0
Avenging Angel,Theater,1985.0,93.0,Action,0.0,0.0,5.4,6.0
Mad Foxes,Theater,1981.0,77.0,Horror,0.0,161362.0,6.2,10.0
Tanya's Island,Theater,1980.0,82.0,Fantasy,0.0,0.0,6.0,3.0
Pacific Banana,Theater,1981.0,82.0,Comedy,0.0,0.0,4.8,3.0
Werewolf in a Women's Prison,Theater,2006.0,0.0,,0.0,0.0,4.0,5.0
The Fearless Young Boxer,Theater,1979.0,90.0,Action,0.0,0.0,6.0,1.0
Snatched,Theater,1973.0,73.0,Crime,0.0,0.0,0.0,0.0
Snatched,Theater,2017.0,90.0,Action,42000000.0,60845711.0,5.2,207.0
Passionate,Theater,1974.0,96.0,Drama,0.0,0.0,6.6,6.0
Run Bitch Run,Theater,2009.0,90.0,Horror,0.0,0.0,4.7,17.0
The High Frontier,Theater,2016.0,98.0,Action,0.0,0.0,5.8,8.0
Stalked by My Doctor,Theater,2015.0,90.0,Thriller,4000000.0,0.0,5.1,11.0
Stalked by My Doctor: The Return,Theater,2016.0,97.0,Thriller,0.0,0.0,4.7,6.0
Max Steel,Theater,2016.0,92.0,Action,10000000.0,6272403.0,5.1,234.0
Elf Bowling the Movie,Theater,2007.0,82.0,Animation,6500000.0,0.0,2.0,1.0
Struggle for Life,Theater,2016.0,99.0,Comedy,0.0,0.0,5.8,26.0
The Custodian,Theater,2007.0,95.0,Drama,0.0,0.0,6.3,4.0
Satanis: The Devil's Mass,Theater,1970.0,86.0,Documentary,0.0,0.0,7.0,2.0
Fritz Lang,Theater,2016.0,104.0,Drama,0.0,0.0,5.0,4.0
Winter Days,Theater,2003.0,39.0,Animation,0.0,0.0,2.6,5.0
Supersonic,Theater,2016.0,117.0,Documentary,0.0,226286.0,7.5,52.0
The Invisible Man's Revenge,Theater,1944.0,78.0,Horror,0.0,0.0,5.4,7.0
The Vagabond King,Theater,1956.0,86.0,Romance,0.0,0.0,6.0,1.0
An Evening of Edgar Allan Poe,Theater,1970.0,53.0,Drama,0.0,0.0,7.8,8.0
The Butterfly Ball,Theater,1977.0,85.0,Music,0.0,0.0,0.0,0.0
That Was Rock,Theater,1984.0,90.0,,0.0,0.0,0.0,0.0
The Strange Case of Alice Cooper,Theater,1979.0,72.0,Music,0.0,0.0,6.8,3.0
El ángel de Budapest,Theater,2011.0,109.0,War,0.0,0.0,5.0,1.0
Las inquietudes de Shanti Andía,Theater,1947.0,121.0,Adventure,0.0,0.0,0.0,0.0
21 Nights with Pattie,Theater,2015.0,110.0,Comedy,0.0,0.0,5.7,28.0
The Swap,Theater,2016.0,100.0,Comedy,0.0,0.0,7.0,30.0
Center Stage: On Pointe,Theater,2016.0,0.0,Music,0.0,0.0,7.0,15.0
The Christmas Shoes,Theater,2002.0,100.0,Drama,0.0,0.0,5.2,12.0
Best Christmas Party Ever,Theater,2014.0,88.0,Comedy,0.0,0.0,5.2,9.0
Pumpkin Pie Wars,Theater,2016.0,83.0,TV Movie,0.0,0.0,5.8,4.0
The Twelve Trees of Christmas,Theater,2013.0,87.0,Family,0.0,0.0,5.5,8.0
All She Wants for Christmas,Theater,2006.0,91.0,Comedy,0.0,0.0,5.0,2.0
My Bakery in Brooklyn,Theater,2016.0,100.0,Romance,3800000.0,0.0,5.0,32.0
Merry In-Laws,Theater,2012.0,83.0,Comedy,0.0,0.0,7.0,1.0
Love on a Limb,Theater,2016.0,84.0,TV Movie,0.0,0.0,6.6,7.0
Death Al Dente: A Gourmet Detective Mystery,Theater,2016.0,84.0,Drama,0.0,0.0,4.0,3.0
A Kiss at Midnight,Theater,2008.0,0.0,Romance,0.0,0.0,10.0,1.0
Mending Fences,Theater,2009.0,0.0,,0.0,0.0,4.0,2.0
Sweet Surrender,Theater,2014.0,0.0,,0.0,0.0,3.0,1.0
Gourmet Detective,Theater,2015.0,84.0,TV Movie,0.0,0.0,6.2,6.0
Gourmet Detective: A Healthy Place to Die,Theater,2015.0,84.0,Drama,0.0,0.0,4.0,4.0
Romantically Speaking,Theater,2015.0,90.0,Family,0.0,0.0,5.0,2.0
Plan Bart,Theater,2014.0,0.0,Romance,0.0,0.0,0.0,0.0
O Shaolin do Sertão,Theater,2016.0,,Comedy,2000000.0,0.0,6.9,7.0
Always Shine,Theater,2016.0,85.0,Thriller,0.0,0.0,5.3,36.0
Song of Lahore,Theater,2015.0,82.0,Documentary,0.0,0.0,6.5,2.0
A Light Beneath Their Feet,Theater,2016.0,89.0,Drama,0.0,0.0,6.3,3.0
Denial,Theater,2016.0,109.0,Drama,10000000.0,4073489.0,6.5,161.0
It's All Good,Theater,2016.0,96.0,Comedy,75000.0,0.0,0.0,0.0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,Theater,2016.0,88.0,TV Movie,0.0,0.0,5.2,43.0
Jack Reacher: Never Go Back,Theater,2016.0,118.0,Action,60000000.0,162146076.0,5.3,1843.0
Hamilton's America,Theater,2016.0,84.0,Documentary,0.0,0.0,5.7,11.0
Supernatural,Theater,1933.0,65.0,Mystery,0.0,0.0,4.3,4.0
The Telephone Book,Theater,1971.0,80.0,Comedy,0.0,0.0,5.1,6.0
Terror - Ihr Urteil,Theater,2016.0,95.0,Drama,0.0,0.0,7.6,5.0
Deadman Inferno,Theater,2015.0,108.0,Horror,0.0,0.0,0.0,0.0
Bang Bang Baby,Theater,2014.0,90.0,Science Fiction,1000000.0,0.0,6.6,8.0
Bling,Theater,2016.0,81.0,Family,15000000.0,0.0,4.8,12.0
Broadway Bad,Theater,1933.0,61.0,Drama,0.0,0.0,6.0,1.0
Black Mountain Poets,Theater,2016.0,87.0,Drama,0.0,0.0,6.6,7.0
Scream Week,Theater,2016.0,0.0,Comedy,0.0,0.0,4.4,9.0
Razend,Theater,2011.0,0.0,Drama,0.0,0.0,6.5,8.0
Sneeuwwitje En De Zeven Kleine Mensen: Een Modern Sprookje,Theater,2015.0,,Comedy,0.0,0.0,8.0,2.0
Assepoester: Een Modern Sprookje,Theater,2014.0,,Fantasy,0.0,0.0,6.3,4.0
Ella Cinders,Theater,1926.0,75.0,Romance,0.0,0.0,6.0,3.0
Christmas Magic,Theater,2011.0,90.0,TV Movie,0.0,0.0,6.9,10.0
Trading Christmas,Theater,2011.0,87.0,TV Movie,0.0,0.0,5.9,8.0
Confessions of an Ugly Stepsister,Theater,2002.0,0.0,Fantasy,0.0,0.0,4.0,2.0
The Ice Princess,Theater,1996.0,60.0,Fantasy,0.0,0.0,0.0,0.0
My Bestfriend's Girlfriend,Theater,2008.0,115.0,Drama,0.0,0.0,0.0,0.0
The Monk and the Demon,Theater,2016.0,115.0,Mystery,2000000.0,0.0,6.2,5.0
Joe Cinque's Consolation,Theater,2016.0,102.0,Drama,0.0,0.0,0.0,0.0
The Burrow,Theater,2015.0,110.0,Drama,0.0,0.0,5.0,2.0
The Constitution,Theater,2016.0,90.0,Drama,0.0,0.0,5.3,2.0
Strange Heaven,Theater,2015.0,103.0,Thriller,0.0,0.0,7.0,3.0
The Red Pill,Theater,2016.0,117.0,Documentary,0.0,0.0,8.0,30.0
Gunslinger,Theater,1956.0,71.0,Action,0.0,0.0,2.6,6.0
American Pastoral,Theater,2016.0,108.0,Drama,0.0,0.0,5.7,117.0
Killjoy's Psycho Circus,Theater,2016.0,120.0,Horror,0.0,0.0,9.0,1.0
King of the Roaring 20's: The Story of Arnold Rothstein,Theater,1961.0,106.0,Crime,0.0,0.0,0.0,0.0
Native Land,Theater,1942.0,89.0,Drama,0.0,0.0,5.7,3.0
No Sad Songs for Me,Theater,1950.0,88.0,Drama,0.0,0.0,6.0,1.0
The Mayor of 44th Street,Theater,1942.0,86.0,Drama,0.0,0.0,6.0,1.0
The Secret Land,Theater,1948.0,71.0,Documentary,0.0,0.0,5.0,1.0
Trancers 6: Life After Deth,Theater,2002.0,85.0,Science Fiction,0.0,0.0,5.4,4.0
Scherzo Diabolico,Theater,2015.0,91.0,Comedy,0.0,0.0,6.0,8.0
"Fear, Inc.",Theater,2016.0,92.0,Horror,0.0,0.0,5.6,51.0
Ethel & Ernest,Theater,2016.0,94.0,War,0.0,0.0,7.8,20.0
The Babushkas of Chernobyl,Theater,2015.0,72.0,Documentary,0.0,0.0,7.0,4.0
Ladrones,Theater,2015.0,98.0,Crime,0.0,0.0,3.5,2.0
Single Santa Seeks Mrs. Claus,Theater,2004.0,96.0,Comedy,0.0,0.0,5.0,8.0
Moonlight & Mistletoe,Theater,2008.0,88.0,TV Movie,0.0,0.0,4.6,9.0
Christmas Do-Over,Theater,2006.0,90.0,Comedy,0.0,0.0,5.5,8.0
In Memorium,Theater,2005.0,73.0,Horror,0.0,0.0,3.4,5.0
The Surrogate Womb,Theater,1987.0,95.0,,0.0,0.0,8.3,3.0
One Floor Below,Theater,2015.0,93.0,,0.0,0.0,5.2,6.0
Unfair World,Theater,2012.0,107.0,Crime,0.0,0.0,6.2,3.0
Flowers for Algernon,Theater,2000.0,120.0,Drama,0.0,0.0,5.6,10.0
"Initiation: Silent Night, Deadly Night 4",Theater,1990.0,90.0,Horror,0.0,0.0,4.6,10.0
DC Showcase: Green Arrow,Theater,2010.0,11.0,Animation,0.0,0.0,7.3,30.0
The Windmill Massacre,Theater,2016.0,85.0,Drama,0.0,0.0,5.0,41.0
Michael Moore in TrumpLand,Theater,2016.0,73.0,Documentary,0.0,0.0,6.3,35.0
Manson's Lost Girls,Theater,2016.0,87.0,Crime,0.0,0.0,5.0,1.0
Sennentuntschi,Theater,2010.0,110.0,Thriller,0.0,0.0,6.6,20.0
Manchester by the Sea,Theater,2016.0,135.0,Drama,9000000.0,75026965.0,7.5,1553.0
Lion,Theater,2016.0,118.0,Drama,12000000.0,140302754.0,8.0,1699.0
Spa Night,Theater,2016.0,93.0,Drama,0.0,0.0,5.8,6.0
The Big Gun,Theater,1981.0,84.0,Comedy,0.0,0.0,5.0,1.0
Ο Θανάσης στη χώρα της σφαλιάρας,Theater,1976.0,88.0,,0.0,0.0,0.0,0.0
"What Did You Do in the War, Thanassi?",Theater,1971.0,0.0,Drama,0.0,0.0,9.0,4.0
The Baldheaded Agent and the Land of Destruction Mission,Theater,1969.0,92.0,Comedy,0.0,0.0,7.1,4.0
Politexnitis and Erimospitis,Theater,1963.0,0.0,Comedy,0.0,0.0,8.0,4.0
RWD,Theater,2015.0,80.0,Science Fiction,0.0,0.0,3.6,5.0
The Genius of Marie Curie: The Woman Who Lit up the World,Theater,2013.0,60.0,Documentary,0.0,0.0,0.0,0.0
Hollywood Without Make-Up,Theater,1963.0,50.0,Documentary,0.0,0.0,6.0,1.0
At War with Love,Theater,2016.0,99.0,War,0.0,0.0,7.8,116.0
Behind Convent Walls,Theater,1978.0,95.0,Drama,0.0,0.0,6.4,10.0
Utu,Theater,1984.0,118.0,War,0.0,0.0,6.8,7.0
Clement,Theater,2001.0,139.0,Drama,0.0,0.0,6.0,5.0
Alien 2: On Earth,Theater,1980.0,92.0,Horror,0.0,0.0,2.8,10.0
Gajakessari,Theater,2014.0,0.0,,0.0,0.0,6.0,1.0
Hayabusa: The Long Voyage Home,Theater,2012.0,136.0,Drama,0.0,0.0,8.0,1.0
Hayabusa,Theater,2011.0,140.0,Adventure,0.0,0.0,0.0,0.0
The Head Vanishes,Theater,2016.0,9.0,Animation,0.0,0.0,8.3,3.0
Naughty @ 40,Theater,2011.0,0.0,Comedy,0.0,0.0,0.0,0.0
Alleycats,Theater,2016.0,101.0,Action,0.0,0.0,4.7,16.0
Whitney,Theater,2015.0,90.0,Romance,0.0,0.0,5.0,32.0
Satan Lives,Theater,2015.0,74.0,Documentary,0.0,0.0,0.0,0.0
Bill Cosby: 49,Theater,1987.0,67.0,Comedy,0.0,0.0,0.0,1.0
Nitro,Theater,2006.0,90.0,Action,0.0,0.0,4.4,10.0
The Bulleteers,Theater,1942.0,9.0,Action,0.0,0.0,7.0,3.0
Kabadayı,Theater,2007.0,140.0,Action,0.0,10161213.0,6.8,13.0
A Long Story,Theater,2012.0,0.0,,0.0,0.0,6.9,10.0
The Thinning,Theater,2016.0,90.0,Thriller,0.0,0.0,7.6,92.0
Captain Sindbad,Theater,1963.0,85.0,Family,0.0,0.0,5.2,6.0
Team Thor,Theater,2016.0,3.0,Comedy,0.0,0.0,7.5,93.0
Closet Monster,Theater,2016.0,90.0,Drama,0.0,33962.0,7.4,77.0
Those People,Theater,2015.0,89.0,Romance,0.0,0.0,6.7,69.0
Bad Santa 2,Theater,2016.0,87.0,Comedy,26000000.0,17782178.0,5.0,216.0
Within,Theater,2016.0,88.0,Horror,0.0,0.0,5.0,42.0
Dead on Campus,Theater,2014.0,88.0,Thriller,1500000.0,0.0,4.7,14.0
Take Down,Theater,2016.0,107.0,Action,0.0,0.0,5.9,34.0
Tchoupitoulas,Theater,2012.0,82.0,Documentary,0.0,0.0,8.7,3.0
Seeding of a Ghost,Theater,1983.0,87.0,Foreign,0.0,0.0,6.6,9.0
The Piper,Theater,2015.0,107.0,Horror,0.0,0.0,6.8,10.0
From This Day Forward,Theater,1946.0,95.0,Drama,0.0,0.0,5.5,4.0
Somnus,Theater,2016.0,83.0,Thriller,0.0,0.0,4.9,8.0
The People vs. Fritz Bauer,Theater,2015.0,105.0,History,0.0,148461.0,6.5,33.0
H.,Theater,2014.0,93.0,Thriller,0.0,0.0,6.5,4.0
iGirl,Theater,2016.0,0.0,Romance,0.0,0.0,0.0,0.0
Almost Christmas,Theater,2016.0,111.0,Comedy,17000000.0,42487325.0,5.4,195.0
Harry & Snowman,Theater,2015.0,84.0,Documentary,0.0,0.0,6.0,1.0
Howard Hawks: American Artist,Theater,1997.0,57.0,Documentary,0.0,0.0,7.0,1.0
Head Trauma,Theater,2006.0,84.0,Horror,126000.0,0.0,0.0,0.0
Love and Diane,Theater,2002.0,155.0,Documentary,0.0,0.0,5.0,1.0
I for India,Theater,2005.0,70.0,Documentary,0.0,0.0,5.0,1.0
Photographic Memory,Theater,2011.0,87.0,Documentary,0.0,0.0,5.0,1.0
Starship Apocalypse,Theater,2014.0,90.0,Action,0.0,0.0,3.4,5.0
Suburban Mayhem,Theater,2006.0,95.0,Drama,0.0,0.0,5.2,6.0
Tanna,Theater,2015.0,100.0,Romance,0.0,0.0,7.4,25.0
Rebel Beat: The story of LA Rockabilly,Theater,2007.0,120.0,,0.0,0.0,0.0,0.0
Mosquinha,Theater,1890.0,1.0,,0.0,0.0,6.5,2.0
Je Vous Aime,Theater,1891.0,1.0,Documentary,0.0,0.0,3.3,3.0
Reunion 2: Bachelor Party,Theater,2016.0,83.0,Comedy,0.0,0.0,4.8,5.0
Ghosts with Shit Jobs,Theater,2012.0,94.0,Comedy,0.0,0.0,5.0,1.0
Ae Dil Hai Mushkil,Theater,2016.0,158.0,Drama,0.0,0.0,6.2,54.0
Consumed,Theater,2015.0,97.0,Thriller,0.0,0.0,5.4,18.0
Flatland,Theater,2007.0,36.0,Animation,0.0,0.0,6.2,6.0
"Eldridge Cleaver, Black Panther",Theater,1970.0,75.0,History,0.0,0.0,0.0,0.0
Ice Girls,Theater,2016.0,90.0,,0.0,0.0,4.0,3.0
Chalk It Up,Theater,2016.0,90.0,Comedy,0.0,0.0,5.0,21.0
Accidentally Engaged,Theater,2016.0,86.0,Comedy,0.0,0.0,6.3,15.0
A Hazard of Hearts,Theater,1987.0,90.0,Drama,0.0,0.0,7.3,2.0
A Ghost in Monte Carlo,Theater,1990.0,90.0,Romance,0.0,0.0,4.0,1.0
Bound & Babysitting,Theater,2015.0,85.0,Family,1600000.0,0.0,6.0,5.0
A Holiday Heist,Theater,2011.0,0.0,Comedy,0.0,0.0,1.5,2.0
Little Longnose,Theater,2003.0,82.0,Adventure,0.0,0.0,7.1,4.0
Annie Laurie,Theater,1927.0,90.0,Drama,0.0,0.0,0.0,0.0
The Bespoke Overcoat,Theater,1955.0,36.0,Drama,0.0,0.0,6.8,3.0
The Mill of Good Luck,Theater,1955.0,110.0,Drama,0.0,0.0,4.3,3.0
November Rule,Theater,2015.0,94.0,Comedy,0.0,0.0,6.3,19.0
Courage for Every Day,Theater,1964.0,85.0,Drama,0.0,0.0,5.0,2.0
The Club of the Misunderstood,Theater,2014.0,105.0,Drama,0.0,0.0,6.7,104.0
Four Mothers,Theater,1941.0,86.0,Drama,0.0,0.0,0.0,0.0
Goin' to Town,Theater,1935.0,74.0,Comedy,0.0,0.0,4.3,5.0
Lonesome Dove Church,Theater,2014.0,90.0,Western,0.0,0.0,7.5,1.0
The Cheaters,Theater,1945.0,87.0,Comedy,0.0,0.0,5.8,6.0
The Cheaters,Theater,1958.0,120.0,Drama,0.0,0.0,7.0,2.0
The Graves,Theater,2010.0,88.0,Adventure,0.0,0.0,3.3,14.0
The Halliday Brand,Theater,1957.0,79.0,Western,0.0,0.0,6.0,2.0
When You're in Love,Theater,1937.0,110.0,Romance,0.0,0.0,3.5,2.0
Lunch Wagon,Theater,1981.0,88.0,Comedy,0.0,0.0,0.0,0.0
The King of Havana,Theater,2015.0,125.0,Drama,0.0,0.0,5.7,9.0
Jeff Ross Roasts Cops,Theater,2016.0,50.0,Comedy,0.0,0.0,6.0,1.0
Close Relations,Theater,2016.0,112.0,Documentary,0.0,0.0,8.0,1.0
Under the Sun,Theater,2016.0,106.0,Documentary,0.0,0.0,8.1,31.0
The Way We Live Now,Theater,2001.0,300.0,Romance,0.0,0.0,7.0,5.0
"Quiet Riot: Well Now You're Here, There's No Way Back",Theater,2014.0,104.0,Music,0.0,0.0,9.5,2.0
Marvel One-Shot: All Hail the King,Theater,2014.0,14.0,Comedy,0.0,0.0,7.0,102.0
Rock 'n' Roll Frankenstein,Theater,1999.0,88.0,Comedy,0.0,0.0,4.5,2.0
Kate Plays Christine,Theater,2016.0,112.0,Documentary,0.0,0.0,4.3,7.0
All These Sleepless Nights,Theater,2016.0,100.0,Documentary,0.0,0.0,7.0,5.0
Risk,Theater,2017.0,97.0,Documentary,0.0,0.0,6.9,10.0
Hooligan Sparrow,Theater,2016.0,84.0,Documentary,0.0,0.0,8.0,1.0
Cameraperson,Theater,2016.0,103.0,Documentary,0.0,0.0,7.3,16.0
My Best Friend's Birthday,Theater,1987.0,36.0,Comedy,0.0,0.0,5.8,28.0
Desperado's Duel,Theater,2014.0,5.0,Western,0.0,0.0,4.3,2.0
Marvel One-Shot: The Consultant,Theater,2011.0,4.0,Adventure,500000.0,0.0,6.6,108.0
Le peuple invisible,Theater,2007.0,93.0,Documentary,0.0,0.0,0.0,0.0
"Marvel: 75 Years, From Pulp to Pop!",Theater,2014.0,41.0,Documentary,0.0,0.0,7.7,22.0
